Problem,Stationary,Selection,Crossover,Mutation,Replacement,BestScore,WorstScore,MeanScore,StdDev
Knapsack,0.0,UniversalRandom,TwoPoint,SinglePoint,DeterministCrowding,105,36,72.2,12.648312060500325
Knapsack,0.1,UniversalRandom,TwoPoint,SinglePoint,DeterministCrowding,111,42,76.14,16.57978567199507
Knapsack,0.2,UniversalRandom,TwoPoint,SinglePoint,DeterministCrowding,113,36,72.15,16.34932735773876
Knapsack,0.3,UniversalRandom,TwoPoint,SinglePoint,DeterministCrowding,124,36,70.45,16.23027162963446
Knapsack,0.4,UniversalRandom,TwoPoint,SinglePoint,DeterministCrowding,120,32,69.8,16.164557813096195
Knapsack,0.5,UniversalRandom,TwoPoint,SinglePoint,DeterministCrowding,118,38,68.5,16.92795190079283
Knapsack,0.6,UniversalRandom,TwoPoint,SinglePoint,DeterministCrowding,103,34,64.04,15.726141139882827
Knapsack,0.7,UniversalRandom,TwoPoint,SinglePoint,DeterministCrowding,97,31,62.52,14.780194227889613
Knapsack,0.8,UniversalRandom,TwoPoint,SinglePoint,DeterministCrowding,96,27,62.36,14.29382857577127
Knapsack,0.9,UniversalRandom,TwoPoint,SinglePoint,DeterministCrowding,97,30,59.24,13.013683552167679
Knapsack,1.0,UniversalRandom,TwoPoint,SinglePoint,DeterministCrowding,-12,-82,-47.28,15.728812909929204
Knapsack,0.0,UniversalRandom,TwoPoint,SinglePoint,RestrictedTournament,161,61,115.46,16.15982048105108
Knapsack,0.1,UniversalRandom,TwoPoint,SinglePoint,RestrictedTournament,155,81,117.16,15.16023506653928
Knapsack,0.2,UniversalRandom,TwoPoint,SinglePoint,RestrictedTournament,162,75,115.33,15.223622659166473
Knapsack,0.3,UniversalRandom,TwoPoint,SinglePoint,RestrictedTournament,154,81,114.07,15.613549541757932
Knapsack,0.4,UniversalRandom,TwoPoint,SinglePoint,RestrictedTournament,152,83,114.4,15.091639266745537
Knapsack,0.5,UniversalRandom,TwoPoint,SinglePoint,RestrictedTournament,155,74,113.12,17.09585572085477
Knapsack,0.6,UniversalRandom,TwoPoint,SinglePoint,RestrictedTournament,151,67,106.47,14.857882307605841
Knapsack,0.7,UniversalRandom,TwoPoint,SinglePoint,RestrictedTournament,139,70,100.77,15.444821955999533
Knapsack,0.8,UniversalRandom,TwoPoint,SinglePoint,RestrictedTournament,135,67,100.13,14.59255033407544
Knapsack,0.9,UniversalRandom,TwoPoint,SinglePoint,RestrictedTournament,112,45,75.32,14.250911719903566
Knapsack,1.0,UniversalRandom,TwoPoint,SinglePoint,RestrictedTournament,-13,-78,-48.88,14.724596339925158
Knapsack,0.0,UniversalRandom,Uniform,SinglePoint,Random,171,87,120.52,14.966953496610357
Knapsack,0.1,UniversalRandom,Uniform,SinglePoint,Random,148,76,116.1,14.927772232934954
Knapsack,0.2,UniversalRandom,Uniform,SinglePoint,Random,155,84,111.78,14.98186108653266
Knapsack,0.3,UniversalRandom,Uniform,SinglePoint,Random,152,80,111.29,14.593685503177618
Knapsack,0.4,UniversalRandom,Uniform,SinglePoint,Random,152,74,111.04,16.599817450620936
Knapsack,0.5,UniversalRandom,Uniform,SinglePoint,Random,142,68,102.68,14.598934512110427
Knapsack,0.6,UniversalRandom,Uniform,SinglePoint,Random,145,65,100.77,15.831087560029896
Knapsack,0.7,UniversalRandom,Uniform,SinglePoint,Random,132,54,89.41,15.475686372076318
Knapsack,0.8,UniversalRandom,Uniform,SinglePoint,Random,131,55,87.61,15.346433797564512
Knapsack,0.9,UniversalRandom,Uniform,SinglePoint,Random,107,41,73.5,15.277566573379428
Knapsack,1.0,UniversalRandom,Uniform,SinglePoint,Random,-21,-77,-48.41,12.076435857913667
Knapsack,0.0,UniversalRandom,Uniform,SinglePoint,Elitism,168,86,116.25,15.47391092102831
Knapsack,0.1,UniversalRandom,Uniform,SinglePoint,Elitism,163,83,118.03,14.76513433461382
Knapsack,0.2,UniversalRandom,Uniform,SinglePoint,Elitism,146,82,115.92,14.327116340222224
Knapsack,0.3,UniversalRandom,Uniform,SinglePoint,Elitism,169,82,114.57,16.08830116399598
Knapsack,0.4,UniversalRandom,Uniform,SinglePoint,Elitism,138,78,104.61,14.666594352438807
Knapsack,0.5,UniversalRandom,Uniform,SinglePoint,Elitism,168,59,93.08,16.798677196599606
Knapsack,0.6,UniversalRandom,Uniform,SinglePoint,Elitism,124,47,80.02,16.23189278655892
Knapsack,0.7,UniversalRandom,Uniform,SinglePoint,Elitism,105,40,71.5,15.33300394903132
Knapsack,0.8,UniversalRandom,Uniform,SinglePoint,Elitism,111,38,73.19,14.806970103176532
Knapsack,0.9,UniversalRandom,Uniform,SinglePoint,Elitism,109,36,68.56,15.680084518428162
Knapsack,1.0,UniversalRandom,Uniform,SinglePoint,Elitism,53,-85,-49.56,16.79485250626128
Knapsack,0.0,UniversalRandom,Uniform,SinglePoint,DeterministCrowding,130,47,82.3,15.670534661129357
